Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1895-03-07,,68,58,1.4,0,
1895-03-08,,71,53,0,0,
1895-03-09,,72,47,0,0,
1895-03-10,,73,53,0,0,
1895-03-11,,75,60,0.2,0,
1895-03-12,,76,62,0.07,0,
1895-03-13,,83,66,0,0,
1895-03-14,,82,67,0,0,
1895-03-15,,81,,0.04,0,
1895-03-16,,,47,0,0,
1895-03-17,,63,34,0,0,
1895-03-18,,70,36,0,0,
1895-03-19,,75,48,0,0,
1895-03-20,,64,43,0,0,
1895-03-21,,63,39,0,0,
1895-03-22,,73,44,0,0,
1895-03-23,,68,51,0,0,
1895-03-24,,76,52,0,0,
1895-03-25,,80,52,0,0,
1895-03-26,,83,53,0,0,
1895-03-27,,83,51,0,0,
1895-03-28,,83,50,0,0,
1895-03-29,,84,53,0,0,
1895-03-30,,75,66,0.37,0,
1895-03-31,,82,65,0.3,0,
1895-04-01,,85,67,0.12,0,
1895-04-02,,68,56,0,0,
1895-04-03,,69,47,0,0,
1895-04-04,,77,43,0,0,
1895-04-05,,77,53,0,0,
1895-04-06,,65,50,0.29,0,
1895-04-07,,72,53,0,0,
1895-04-08,,72,56,0,0,
1895-04-09,,77,53,0,0,
1895-04-10,,84,53,0,0,
1895-04-11,,85,58,0,0,
1895-04-12,,84,60,0,0,
1895-04-13,,87,60,0,0,
1895-04-14,,85,61,0,0,
1895-04-15,,81,64,0,0,
1895-04-16,,83,68,0,0,
1895-04-17,,79,54,0,0,
1895-04-18,,76,51,0,0,
1895-04-19,,78,46,0,0,
1895-04-20,,83,48,0,0,
1895-04-21,,86,48,0,0,
1895-04-22,,80,56,0,0,
1895-04-23,,84,58,0.01,0,
1895-04-24,,86,59,0,0,
1895-04-25,,86,62,0,0,
1895-04-26,,78,64,0.31,0,
1895-04-27,,77,62,0.76,0,
1895-04-28,,83,62,0,0,
1895-04-29,,90,60,0,0,
1895-04-30,,90,62,0,0,
1895-05-01,,88,64,0,0,
1895-05-02,,88,72,0,0,
1895-05-03,,90,69,0,0,
1895-05-04,,92,71,0,0,
1895-05-05,,90,69,0,0,
1895-05-06,,92,69,0,0,
1895-05-07,,86,66,0,0,
1895-05-08,,88,62,0.06,0,
1895-05-09,,82,63,0.02,0,
1895-05-10,,89,62,0.05,0,
1895-05-11,,81,64,0.13,0,
1895-05-12,,77,50,0,0,
1895-05-13,,82,44,0,0,
1895-05-14,,90,52,0,0,
1895-05-15,,88,52,0,0,
1895-05-16,,91,58,0,0,
1895-05-17,,74,65,0,0,
1895-05-18,,84,55,0,0,
1895-05-19,,90,54,0,0,
1895-05-20,,90,58,0.12,0,
1895-05-21,,87,66,0.06,0,
1895-05-22,,81,62,0.17,0,
1895-05-23,,83,65,0.3,0,
1895-05-24,,86,67,1.63,0,
1895-05-25,,84,64,0.32,0,
1895-05-26,,88,64,0,0,
1895-05-27,,90,65,0,0,
1895-05-28,,86,72,0,0,
1895-05-29,,90,76,0.05,0,
1895-05-30,,92,74,0,0,
1895-05-31,,93,72,0.01,0,
1895-06-01,,94,70,0,0,
1895-06-02,,98,66,0,0,
1895-06-03,,92,69,1.65,0,
1895-06-04,,90,70,0.22,0,
1895-06-05,,88,72,0.02,0,
1895-06-06,,89,66,0,0,
1895-06-07,,86,72,0.56,0,
1895-06-08,,80,72,0.08,0,
1895-06-09,,84,72,1.56,0,
1895-06-10,,84,70,0.12,0,
1895-06-11,,90,66,0,0,
1895-06-12,,89,65,0,0,
1895-06-13,,89,66,0,0,
1895-06-14,,90,69,0,0,
1895-06-15,,83,70,1.61,0,
1895-06-16,,91,72,0.02,0,
1895-06-17,,92,73,0,0,
1895-06-18,,90,70,0.41,0,
1895-06-19,,90,72,0.72,0,
1895-06-20,,90,70,0.3,0,
1895-06-21,,90,72,0.06,0,
1895-06-22,,93,70,0,0,
1895-06-23,,93,70,0,0,
1895-06-24,,93,71,0,0,
1895-06-25,,92,74,0,0,
1895-06-26,,94,74,0.28,0,
1895-06-27,,92,70,0,0,
1895-06-28,,96,72,0.3,0,
1895-06-29,,92,72,0.15,0,
1895-06-30,,90,72,1.42,0,
1895-07-01,,90,72,0.1,0,
1895-07-02,,90,74,0.55,0,
1895-07-03,,92,74,0,0,
1895-07-04,,88,74,0.25,0,
1895-07-05,,90,73,0,0,
1895-07-06,,92,74,0,0,
1895-07-07,,94,74,0,0,
1895-07-08,,94,74,0,0,
1895-07-09,,96,74,0,0,
1895-07-10,,94,70,0,0,
1895-07-11,,94,74,0,0,
1895-07-12,,96,72,0,0,
1895-07-13,,96,72,0,0,
1895-07-14,,96,72,0,0,
1895-07-15,,95,72,0,0,
1895-07-16,,96,74,0,0,
1895-07-17,,98,74,0,0,
1895-07-18,,96,74,0.31,0,
1895-07-19,,94,70,0.45,0,
1895-07-20,,86,74,0.04,0,
1895-07-21,,88,72,0.53,0,
1895-07-22,,88,74,1.04,0,
1895-07-23,,88,72,2.05,0,
1895-07-24,,88,72,0.02,0,
1895-07-25,,90,74,0,0,
1895-07-26,,90,68,1.25,0,
1895-07-27,,94,70,0,0,
1895-07-28,,94,74,0,0,
1895-07-29,,94,74,0,0,
1895-07-30,,92,72,0,0,
1895-07-31,,92,72,0,0,
1895-08-01,,96,74,0,,
1895-08-02,,96,74,0,,
1895-08-03,,92,72,0.3,,
1895-08-04,,88,70,2.25,,
1895-08-05,,90,72,0.2,,
1895-08-06,,94,74,0.04,,
1895-08-07,,90,72,0,,
1895-08-08,,92,72,0,,
1895-08-09,,95,73,0,,
1895-08-10,,95,73,0,,
1895-08-11,,96,74,0,,
1895-08-12,,92,72,0.3,,
1895-08-13,,90,72,0.75,,
1895-08-14,,92,70,0.02,,
1895-08-15,,94,74,0,,
1895-08-16,,92,70,0,,
1895-08-17,,88,73,0,,
1895-08-18,,90,72,1.59,,
1895-08-19,,90,72,0.56,,
1895-08-20,,90,70,0.01,,
1895-08-21,,92,72,0.2,,
1895-08-22,,93,70,0.01,,
1895-08-23,,92,70,0,,
1895-08-24,,92,71,0.03,,
1895-08-25,,94,69,0,,
1895-08-26,,95,69,0,,
1895-08-27,,96,71,0,,
1895-08-28,,90,72,0.06,,
1895-08-29,,84,73,0.54,,
1895-08-30,,92,72,0,,
1895-08-31,,95,72,0,,
1895-09-01,,95,74,0,0,
1895-09-02,,95,72,0,0,
1895-09-03,,94,72,1.9,0,
1895-09-04,,90,72,0.5,0,
1895-09-05,,94,72,0,0,
1895-09-06,,92,70,0,0,
1895-09-07,,94,70,0,0,
1895-09-08,,94,70,0,0,
1895-09-09,,94,72,0,0,
1895-09-10,,94,74,0.74,0,
1895-09-11,,94,74,0,0,
1895-09-12,,94,70,0.38,0,
1895-09-13,,93,70,0.32,0,
1895-09-14,,94,72,0,0,
1895-09-15,,94,70,0,0,
1895-09-16,,94,72,0,0,
1895-09-17,,92,70,0,0,
1895-09-18,,94,70,0,0,
1895-09-19,,92,70,0,0,
1895-09-20,,93,70,0,0,
1895-09-21,,94,69,0.16,0,
1895-09-22,,94,70,0.34,0,
1895-09-23,,86,68,0.2,0,
1895-09-24,,90,68,0.09,0,
1895-09-25,,91,70,0,0,
1895-09-26,,93,68,0,0,
1895-09-27,,94,70,0,0,
1895-09-28,,89,61,0,0,
1895-09-29,,88,58,0,0,
1895-09-30,,87,46,0,0,
1895-10-01,,72,44,,0,
1895-10-02,,74,48,,0,
1895-10-03,,82,48,,0,
1895-10-04,,84,54,,0,
1895-10-05,,87,56,,0,
1895-10-06,,92,51,,0,
1895-10-07,,90,60,,0,
1895-10-08,,80,58,0.74,0,
1895-10-09,,74,40,,0,
1895-10-10,,68,40,,0,
1895-10-11,,80,42,,0,
1895-10-12,,78,52,,0,
1895-10-13,,78,46,,0,
1895-10-14,,74,46,,0,
1895-10-15,,80,50,,0,
1895-10-16,,82,46,,0,
1895-10-17,,86,46,,0,
1895-10-18,,88,48,,0,
1895-10-19,,86,46,,0,
1895-10-20,,86,46,,0,
1895-10-21,,78,44,,0,
1895-10-22,,80,42,,0,
1895-10-23,,84,42,,0,
1895-10-24,,86,48,,0,
1895-10-25,,88,50,,0,
1895-10-26,,86,48,,0,
1895-10-27,,84,50,,0,
1895-10-28,,84,58,,0,
1895-10-29,,72,56,,0,
1895-10-30,,78,48,0.6,0,
1895-10-31,,58,48,2.3,0,
1895-11-01,,53,44,0,0,
1895-11-02,,65,38,0,0,
1895-11-03,,72,39,0,0,
1895-11-04,,74,43,0,0,
1895-11-05,,74,50,0,0,
1895-11-06,,76,50,0,0,
1895-11-07,,80,58,0,0,
1895-11-08,,77,62,0,0,
1895-11-09,,78,52,0,0,
1895-11-10,,76,44,0.4,0,
1895-11-11,,74,38,0,0,
1895-11-12,,57,31,0,0,
1895-11-13,,64,44,0,0,
1895-11-14,,75,60,0,0,
1895-11-15,,71,52,0,0,
1895-11-16,,68,43,0,0,
1895-11-17,,70,44,0,0,
1895-11-18,,76,43,0,0,
1895-11-19,,78,40,0,0,
1895-11-20,,71,40,0,0,
1895-11-21,,72,36,0,0,
1895-11-22,,74,46,0,0,
1895-11-23,,76,52,0,0,
1895-11-24,,80,60,1.35,0,
1895-11-25,,71,65,2.09,0,
1895-11-26,,75,38,0,0,
1895-11-27,,70,30,0,0,
1895-11-28,,55,32,0,0,
1895-11-29,,70,48,0,0,
1895-11-30,,76,59,0,0,
1895-12-01,,73,41,0.61,,
1895-12-02,,55,32,0,,
1895-12-03,,49,27,0,,
1895-12-04,,57,26,0,,
1895-12-05,,56,27,0,,
1895-12-06,,73,42,0.45,,
1895-12-07,,69,42,0.05,,
1895-12-08,,,,0,,
1895-12-09,,55,29,0,,
1895-12-10,,57,34,0,,
1895-12-11,,69,39,0,,
1895-12-12,,57,28,0,,
1895-12-13,,55,29,0,,
1895-12-14,,60,39,0,,
1895-12-15,,72,50,0,,
1895-12-16,,72,55,0,,
1895-12-17,,77,60,0,,
1895-12-18,,76,65,0,,
1895-12-19,,70,38,0.7,,
1895-12-20,,57,32,0,,
1895-12-21,,67,49,0,,
1895-12-22,,72,56,0,,
1895-12-23,,75,60,0,,
1895-12-24,,72,59,1.74,,
1895-12-25,,63,39,0.77,,
1895-12-26,,53,35,0,,
1895-12-27,,55,39,0,,
1895-12-28,,62,43,0.03,,
1895-12-29,,65,33,1.82,,
1895-12-30,,50,28,0,,
1895-12-31,,56,25,0,,
1896-01-01,,55,35,0,0,
1896-01-02,,65,50,0.04,0,
1896-01-03,,66,28,0,0,
1896-01-04,,41,21,0,0,
1896-01-05,,52,32,0,0,
1896-01-06,,61,42,0.96,0,
1896-01-07,,67,47,0,0,
1896-01-08,,50,45,0.01,0,
1896-01-09,,55,35,0,0,
1896-01-10,,71,39,0,0,
1896-01-11,,71,45,0,0,
1896-01-12,,68,54,0,0,
1896-01-13,,77,48,0.25,0,
1896-01-14,,59,47,0.17,0,
1896-01-15,,56,45,0.25,0,
1896-01-16,,48,42,0,0,
1896-01-17,,52,41,0,0,
1896-01-18,,58,46,0,0,
1896-01-19,,59,48,0.17,0,
1896-01-20,,66,55,0,0,
1896-01-21,,73,61,0.24,0,
1896-01-22,,70,44,0,0,
1896-01-23,,57,32,0,0,
1896-01-24,,69,30,0.32,0,
1896-01-25,,53,33,0.06,0,
1896-01-26,,52,31,0,0,
1896-01-27,,59,38,0,0,
1896-01-28,,64,37,0,0,
1896-01-29,,66,48,0,0,
1896-01-30,,70,61,0,0,
1896-01-31,,76,65,0.23,0,
1896-02-01,,70,53,1.44,0,
1896-02-02,,60,45,0,0,
1896-02-03,,72,55,0,0,
1896-02-04,,70,55,0.2,0,
1896-02-05,,60,37,0.22,0,
1896-02-06,,63,57,0.12,0,
1896-02-07,,57,44,1.96,0,
1896-02-08,,54,31,0,0,
1896-02-09,,,,0,0,
1896-02-10,,66,43,0,0,
1896-02-11,,70,50,0,0,
1896-02-12,,66,56,1.3,0,
1896-02-13,,57,36,0,0,
1896-02-14,,58,32,0,0,
1896-02-15,,66,35,0,0,
1896-02-16,,65,35,0,0,
1896-02-17,,53,31,0,0,
1896-02-18,,66,42,0,0,
1896-02-19,,69,46,0,0,
1896-02-20,,74,42,0,0,
1896-02-21,,60,45,0,0,
1896-02-22,,63,51,0,0,
1896-02-23,,70,55,0,0,
1896-02-24,,61,52,1.36,0,
1896-02-25,,71,46,0,0,
1896-02-26,,72,50,0.01,0,
1896-02-27,,68,52,0.06,0,
1896-02-28,,58,45,0.2,0,
1896-02-29,,72,48,0,0,
1896-03-01,,75,55,0,0,
1896-03-02,,79,65,0,0,
1896-03-03,,80,63,0,0,
1896-03-04,,80,64,0.01,0,
1896-03-05,,72,66,0,0,
1896-03-06,,71,44,0.1,0,
1896-03-07,,68,39,0,0,
1896-03-08,,74,48,0,0,
1896-03-09,,74,56,0.06,0,
1896-03-10,,73,46,1.31,0,
1896-03-11,,60,38,0,0,
1896-03-12,,69,37,0.08,0,
1896-03-13,,61,43,0,0,
1896-03-14,,73,49,0,0,
1896-03-15,,63,45,1.2,0,
1896-03-16,,61,39,0,0,
1896-03-17,,65,51,0,0,
1896-03-18,,65,42,1.62,0,
1896-03-19,,55,30,0,0,
1896-03-20,,60,37,0,0,
1896-03-21,,,53,0,0,
1896-03-22,,73,57,0,0,
1896-03-23,,73,44,0.17,0,
1896-03-24,,61,43,0,0,
1896-03-25,,65,44,0,0,
1896-03-26,,80,48,0,0,
1896-03-27,,75,56,0,0,
1896-03-28,,76,64,0,0,
1896-03-29,,79,66,0,0,
1896-03-30,,81,67,0,0,
1896-03-31,,75,69,0.04,0,
1896-04-01,,76,,0,0,
1896-04-02,,65,38,0,0,
1896-04-03,,70,41,0,0,
1896-04-04,,70,45,0,0,
1896-04-05,,78,51,0,0,
1896-04-06,,78,49,0,0,
1896-04-07,,78,53,0,0,
1896-04-08,,73,61,0.1,0,
1896-04-09,,77,60,1.2,0,
1896-04-10,,81,64,0,0,
1896-04-11,,81,68,0,0,
1896-04-12,,79,67,0,0,
1896-04-13,,76,63,1.08,0,
1896-04-14,,72,65,0.4,0,
1896-04-15,,82,65,0,0,
1896-04-16,,82,62,0,0,
1896-04-17,,83,65,0,0,
1896-04-18,,82,67,0,0,
1896-04-19,,86,66,0,0,
1896-04-20,,86,65,0,0,
1896-04-21,,85,63,0,0,
1896-04-22,,85,61,0,0,
1896-04-23,,85,62,0,0,
1896-04-24,,81,60,0,0,
1896-04-25,,86,63,0,0,
1896-04-26,,87,63,0,0,
1896-04-27,,86,65,0,0,
1896-04-28,,89,70,0,0,
1896-04-29,,88,70,0,0,
1896-04-30,,89,70,0,0,
1896-05-01,,87,68,0,0,
1896-05-02,,88,66,0.64,0,
1896-05-03,,76,65,0.24,0,
1896-05-04,,86,63,0,0,
1896-05-05,,89,65,0,0,
1896-05-06,,90,64,0,0,
1896-05-07,,92,62,0,0,
1896-05-08,,90,64,0,0,
1896-05-09,,90,60,0,0,
1896-05-10,,89,61,0,0,
1896-05-11,,89,62,0,0,
1896-05-12,,87,68,0,0,
1896-05-13,,87,67,1.53,0,
1896-05-14,,87,68,0,0,
1896-05-15,,88,70,0,0,
1896-05-16,,87,70,0,0,
1896-05-17,,90,65,0,0,
1896-05-18,,90,68,0,0,
1896-05-19,,89,71,0,0,
1896-05-20,,89,66,0,0,
1896-05-21,,92,66,0,0,
1896-05-22,,92,68,0,0,
1896-05-23,,96,69,0,0,
1896-05-24,,97,73,0.5,0,
1896-05-25,,92,67,0.32,0,
1896-05-26,,90,68,0,0,
1896-05-27,,92,69,0,0,
1896-05-28,,96,70,0,0,
1896-05-29,,98,71,0,0,
1896-05-30,,96,69,0,0,
1896-05-31,,96,71,0,0,
1896-06-01,,90,69,0.06,0,
1896-06-02,,92,68,0,0,
1896-06-03,,93,70,0,0,
1896-06-04,,95,73,0.15,0,
1896-06-05,,94,74,0,0,
1896-06-06,,79,71,2,0,
1896-06-07,,86,72,0,0,
1896-06-08,,91,71,0,0,
1896-06-09,,92,68,0,0,
1896-06-10,,93,67,0.1,0,
1896-06-11,,93,63,0,0,
1896-06-12,,88,60,0,0,
1896-06-13,,88,59,0,0,
1896-06-14,,93,62,0,0,
1896-06-15,,94,67,0,0,
1896-06-16,,92,68,0,0,
1896-06-17,,97,67,0.4,0,
1896-06-18,,88,64,0,0,
1896-06-19,,94,69,0,0,
1896-06-20,,94,70,0.52,0,
1896-06-21,,94,70,0,0,
1896-06-22,,91,71,1.9,0,
1896-06-23,,84,71,0.4,0,
1896-06-24,,90,72,0,0,
1896-06-25,,92,71,0.27,0,
1896-06-26,,92,71,0,0,
1896-06-27,,94,73,0,0,
1896-06-28,,96,73,0,0,
1896-06-29,,97,70,0.5,0,
1896-06-30,,94,70,0.03,0,
1896-07-01,,96,72,0,0,
1896-07-02,,95,74,0,0,
1896-07-03,,92,73,0,0,
1896-07-04,,92,71,0,0,
1896-07-05,,95,72,0,0,
1896-07-06,,94,71,0.5,0,
1896-07-07,,93,69,0,0,
1896-07-08,,93,67,0,0,
1896-07-09,,95,67,0,0,
1896-07-10,,95,67,0.15,0,
1896-07-11,,89,70,0.5,0,
1896-07-12,,92,73,0.33,0,
1896-07-13,,92,69,0,0,
1896-07-14,,92,69,0,0,
1896-07-15,,93,70,0,0,
1896-07-16,,94,71,0,0,
1896-07-17,,95,72,0,0,
1896-07-18,,96,73,0,0,
1896-07-19,,92,72,0.06,0,
1896-07-20,,90,72,0.88,0,
1896-07-21,,91,71,0,0,
1896-07-22,,95,73,0,0,
1896-07-23,,95,72,0,0,
1896-07-24,,92,72,0,0,
1896-07-25,,94,71,0,0,
1896-07-26,,94,71,0,0,
1896-07-27,,95,72,0,0,
1896-07-28,,97,72,0,0,
1896-07-29,,97,71,0,0,
1896-07-30,,98,71,0,0,
1896-07-31,,99,72,0,0,
1896-08-01,,97,73,0,0,
1896-08-02,,92,72,0,0,
1896-08-03,,96,71,0,0,
1896-08-04,,98,68,0,0,
1896-08-05,,101,69,0,0,
1896-08-06,,96,72,0,0,
1896-08-07,,100,72,0.4,0,
1896-08-08,,92,73,0,0,
1896-08-09,,94,70,0.72,0,
1896-08-10,,85,71,0.15,0,
1896-08-11,,95,70,0,0,
1896-08-12,,96,71,0,0,
1896-08-13,,97,70,0,0,
1896-08-14,,95,72,0,0,
1896-08-15,,97,72,0.54,0,
1896-08-16,,92,73,0,0,
1896-08-17,,97,73,0,0,
1896-08-18,,99,71,0,0,
1896-08-19,,100,73,0,0,
1896-08-20,,99,74,0,0,
1896-08-21,,92,73,0,0,
1896-08-22,,98,74,0,0,
1896-08-23,,90,74,0.08,0,
1896-08-24,,93,72,0.06,0,
1896-08-25,,95,73,0,0,
1896-08-26,,98,73,0,0,
1896-08-27,,96,61,0,0,
1896-08-28,,90,61,0,0,
1896-08-29,,95,62,0,0,
1896-08-30,,97,68,0,0,
1896-08-31,,92,66,0,0,
1896-09-01,,96,67,0,0,
1896-09-02,,82,71,0.03,0,
1896-09-03,,92,72,0,0,
1896-09-04,,92,68,0,0,
1896-09-05,,96,68,0,0,
1896-09-06,,95,58,0,0,
1896-09-07,,95,58,0,0,
1896-09-08,,96,60,0,0,
1896-09-09,,97,65,0,0,
1896-09-10,,93,72,0.03,0,
1896-09-11,,89,69,0,0,
1896-09-12,,96,70,0.04,0,
1896-09-13,,95,66,0,0,
1896-09-14,,96,66,0,0,
1896-09-15,,92,68,0,0,
1896-09-16,,97,68,0,0,
1896-09-17,,96,70,0,0,
1896-09-18,,95,70,0.1,0,
1896-09-19,,96,70,0,0,
1896-09-20,,95,70,0.5,0,
1896-09-21,,95,70,0.05,0,
1896-09-22,,86,56,0,0,
1896-09-23,,81,51,0,0,
1896-09-24,,92,56,0,0,
1896-09-25,,94,65,0,0,
1896-09-26,,92,67,0,0,
1896-09-27,,89,62,0.44,0,
1896-09-28,,62,41,0,0,
1896-09-29,,76,42,0,0,
1896-09-30,,88,46,0,0,
1896-10-01,,90,50,0,0,
1896-10-02,,91,56,0,0,
1896-10-03,,95,55,0,0,
1896-10-04,,90,56,0,0,
1896-10-05,,91,56,0,0,
1896-10-06,,90,56,0,0,
1896-10-07,,75,53,0.08,0,
1896-10-08,,73,50,0,0,
1896-10-09,,83,50,0,0,
1896-10-10,,85,58,0,0,
1896-10-11,,80,41,0,0,
1896-10-12,,81,41,0,0,
1896-10-13,,76,48,0,0,
1896-10-14,,73,47,0,0,
1896-10-15,,80,48,0,0,
1896-10-16,,78,42,0,0,
1896-10-17,,88,42,0,0,
1896-10-18,,77,43,0,0,
1896-10-19,,83,43,0,0,
1896-10-20,,87,57,0,0,
1896-10-21,,86,62,0.1,0,
1896-10-22,,87,70,0.88,0,
1896-10-23,,81,59,0.38,0,
1896-10-24,,79,59,0,0,
1896-10-25,,79,65,0,0,
1896-10-26,,83,65,0,0,
1896-10-27,,83,65,4,0,
1896-10-28,,81,65,0,0,
1896-10-29,,82,54,1.38,0,
1896-10-30,,73,51,0,0,
1896-10-31,,67,48,0,0,
1896-11-01,,78,52,0,0,
1896-11-02,,80,55,0,0,
1896-11-03,,79,64,0.22,0,
1896-11-04,,83,42,0.07,0,
1896-11-05,,68,40,0,0,
1896-11-06,,78,42,0.74,0,
1896-11-07,,54,38,0.01,0,
1896-11-08,,55,30,0,0,
1896-11-09,,66,33,0,0,
1896-11-10,,81,56,0,0,
1896-11-11,,85,70,0.3,0,
1896-11-12,,77,50,1.1,0,
1896-11-13,,68,38,0,0,
1896-11-14,,74,41,0,0,
1896-11-15,,81,54,0,0,
1896-11-16,,81,62,0,0,
1896-11-17,,82,59,0,0,
1896-11-18,,83,60,0,0,
1896-11-19,,79,60,0,0,
1896-11-20,,82,60,0,0,
1896-11-21,,78,61,2,0,
1896-11-22,,77,63,0,0,
1896-11-23,,80,66,0.18,0,
1896-11-24,,79,65,0,0,
1896-11-25,,78,65,0,0,
1896-11-26,,81,69,0,0,
1896-11-27,,80,45,0.5,0,
1896-11-28,,48,34,0.96,0,
1896-11-29,,40,33,0.04,0,
1896-11-30,,38,32,0.08,0,
1896-12-01,,39,31,0.3,0,
1896-12-02,,57,28,0,0,
1896-12-03,,56,27,0,0,
1896-12-04,,58,28,0,0,
1896-12-05,,56,29,0,0,
1896-12-06,,73,51,0,0,
1896-12-07,,,56,0,0,
1896-12-08,,,54,0.22,0,
1896-12-09,,,28,0,0,
1896-12-10,,,33,0,0,
1896-12-11,,,34,0,0,
1896-12-12,,,60,0,0,
1896-12-13,,,58,0,0,
1896-12-14,,,46,0,0,
1896-12-15,,,38,0,0,
1896-12-16,,,40,0,0,
1896-12-17,,,39,0,0,
1896-12-18,,,32,0,0,
1896-12-19,,,31,0,0,
1896-12-20,,,28,0,0,
1896-12-21,,,29,0,0,
1896-12-22,,,34,0,0,
1896-12-23,,,32,0,0,
1896-12-24,,,29,0,0,
1896-12-25,,,29,0,0,
1896-12-26,,64,34,0,0,
1896-12-27,,58,40,0,0,
1896-12-28,,60,41,0,0,
1896-12-29,,52,44,0.05,0,
1896-12-30,,64,48,0.02,0,
1896-12-31,,65,56,1.05,0,
1897-01-01,,71,,0.55,0,
1897-01-02,,,49,1.42,0,
1897-01-03,,48,34,0.15,0,
1897-01-04,,33,28,0,0,
1897-01-05,,34,27,0,0,
1897-01-06,,38,25,0,0,
1897-01-07,,51,31,0,0,
1897-01-08,,57,36,0,0,
1897-01-09,,51,38,0,0,
1897-01-10,,59,39,0,0,
1897-01-11,,60,49,0,0,
1897-01-12,,61,55,0,0,
1897-01-13,,62,58,0,0,
1897-01-14,,62,58,0,0,
1897-01-15,,60,58,0,0,
1897-01-16,,60,,0,0,
1897-01-17,,,37,0.1,0,
1897-01-18,,45,37,0,0,
1897-01-19,,43,37,0.98,0,
1897-01-20,,48,36,0,0,
1897-01-21,,46,33,0,0,
1897-01-22,,44,34,0,0,
1897-01-23,,51,44,0,0,
1897-01-24,,54,34,0,0,
1897-01-25,,34,23,0.15,0,
1897-01-26,,28,19,0,0,
1897-01-27,,21,17,0,0,
1897-01-28,,29,19,0,0,
1897-01-29,,28,24,0,0,
1897-01-30,,34,25,0,0,
1897-01-31,,39,33,1.1,0,
1897-02-01,,39,29,0,0,
1897-02-02,,62,30,0,0,
1897-02-03,,60,48,0,0,
1897-02-04,,65,45,0.28,0,
1897-02-05,,55,29,0,0,
1897-02-06,,65,44,0,0,
1897-02-07,,68,43,0.05,0,
1897-02-08,,51,38,0,0,
1897-02-09,,53,42,0,0,
1897-02-10,,59,49,0,0,
1897-02-11,,60,47,0.02,0,
1897-02-12,,63,40,0.02,0,
1897-02-13,,71,42,0,0,
1897-02-14,,72,58,0.05,0,
1897-02-15,,65,41,1.35,0,
1897-02-16,,71,48,0,0,
1897-02-17,,75,61,0.01,0,
1897-02-18,,78,65,0.03,0,
1897-02-19,,77,66,0,0,
1897-02-20,,77,67,0,0,
1897-02-21,,77,69,0.03,0,
1897-02-22,,74,53,0.21,0,
1897-02-23,,67,47,0,0,
1897-02-24,,53,42,0.23,0,
1897-02-25,,64,43,0,0,
1897-02-26,,62,37,0,0,
1897-02-27,,62,37,0,0,
1897-02-28,,63,50,0,0,
1897-03-01,,73,55,0,0,
1897-03-02,,77,62,0,0,
1897-03-03,,79,62,0,0,
1897-03-04,,76,68,0,0,
1897-03-05,,77,65,1.14,0,
1897-03-06,,73,63,0.73,0,
1897-03-07,,72,64,0.56,0,
1897-03-08,,80,67,0,0,
1897-03-09,,80,67,0,0,
1897-03-10,,80,67,0,0,
1897-03-11,,80,68,0,0,
1897-03-12,,72,62,0.03,0,
1897-03-13,,81,54,0.01,0,
1897-03-14,,64,55,0,0,
1897-03-15,,72,58,0.03,0,
1897-03-16,,81,67,0.01,0,
1897-03-17,,82,68,0,0,
1897-03-18,,79,61,0.76,0,
1897-03-19,,79,56,0,0,
1897-03-20,,84,64,0,0,
1897-03-21,,82,69,0.02,0,
1897-03-22,,78,65,1.08,0,
1897-03-23,,67,35,0,0,
1897-03-24,,67,43,0,0,
1897-03-25,,74,46,0,0,
1897-03-26,,77,56,0,0,
1897-03-27,,82,57,0,0,
1897-03-28,,,,0.91,0,
1897-03-29,,78,64,0,0,
1897-03-30,,80,70,1.01,0,
1897-03-31,,77,66,0.02,0,
1897-04-01,,80,67,0,0,
1897-04-02,,84,65,2,0,
1897-04-03,,77,64,0.12,0,
1897-04-04,,84,64,0,0,
1897-04-05,,82,64,0,0,
1897-04-06,,86,60,0.06,0,
1897-04-07,,85,68,0,0,
1897-04-08,,82,47,0.22,0,
1897-04-09,,63,46,0,0,
1897-04-10,,68,51,0.06,0,
1897-04-11,,77,55,0,0,
1897-04-12,,78,60,0,0,
1897-04-13,,82,63,0,0,
1897-04-14,,76,50,0.14,0,
1897-04-15,,74,46,0,0,
1897-04-16,,77,42,0,0,
1897-04-17,,74,43,0,0,
1897-04-18,,78,46,0,0,
1897-04-19,,82,47,0,0,
1897-04-20,,87,54,0,0,
1897-04-21,,85,55,0,0,
1897-04-22,,83,62,0,0,
1897-04-23,,85,64,0,0,
1897-04-24,,83,64,0,0,
1897-04-25,,83,68,0,0,
1897-04-26,,86,53,0,0,
1897-04-27,,88,57,0,0,
1897-04-28,,74,63,1.89,0,
1897-04-29,,71,57,0,0,
1897-04-30,,68,52,0,0,
1897-05-01,,75,48,0,0,
1897-05-02,,78,52,0,0,
1897-05-03,,84,54,0,0,
1897-05-04,,86,57,0,0,
1897-05-05,,83,58,0,0,
1897-05-06,,87,62,0,0,
1897-05-07,,86,64,0,0,
1897-05-08,,88,67,0,0,
1897-05-09,,84,65,1.17,0,
1897-05-10,,83,66,0.02,0,
1897-05-11,,81,66,0.2,0,
1897-05-12,,81,66,0.24,0,
1897-05-13,,86,65,0,0,
1897-05-14,,86,57,0.09,0,
